Word,Languages,Example
mind,Bärndütsch,yeah s babies y all never thought to come back around huh issa jacquees bluff city leggo so girl just grind on me relax your mind i m gonna take my time you ll see i promise you that i ll take you to your ecstasy i ma give you what your body needs and that s all of me oooo baby baby we can do it all night we can do it all night ah babe we can do it all night ooooo baby baby we can do it all night i d do it all night long we can do it all night i d do it all night long we can do it all night yeah aye aye aye issa she say she love the way i put my words together how about that tonight you my menu i ma dive in you and then how bout that must really be something bout you cause usually i ll be in and out that fall in love baby i doubt that real nigga what you know about that turn around let me blow your back out then i got a sneak ya ass back out nah im just playin you can spend the night but you gotta keep it down don t act out my girl says she need some new weave now i gotta bust another rack out i don t know why cause later tonight all i ma do is pull it right back out jacquees i gotta get you home girl don t bring your comb girl tonight its me and you i really want you by your lonesome ohh anything you need girl it s all on me tonight ohh so every word you beg i wanna hear all the sounds that you make there s a meeting in my bedroom so please don t be late ohh and that s exactly what i need ohh so girl just grind on me yeah relax your mind im gonna take my time you ll see baee i promise you that i ll take you to your ecstasy imma give you what your body needs ooohh and thats all of me yeaaahh ooo baby baby we can do it all night we can do it all night ah baby we can do it all night oooo baby baby we can do it all night i d do it all night long we can do it all night i d do it all night long we can do it all night yeah girl you re gonna love it when i put it down on you just leave your sexy heels on do it to your favorite song girl i m gonna make you scream my name you re gonna blow my phone got you going insane oowee frankie let s take it to the s baby do it nice and slow we ll take it to another level you don t even know it baby let me show it i bet you enjoy it i just wanna do it all night girl ohhh oh na na na na na na girl i need it in my life oh na na na na na na oh na na na na na na
mire,Bärndütsch,frag me nid steff la cheffe vögu zum geburtstag savez vous comment was savez vous comment was savez vous comment was savez vous frag me nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig isch doch mir glich ha ke ahnig chume chume nid drus frag me nid wou wenn i mau loslege wenn i di volltexte das chasch der nid vorstelle liire der d birre voll fiire die egoshow zie der ie di frou füehrt ihre monolog ha these u idee aber keni vo dene löst irgend es problem frag me nid j comprends pas bi o numme touris i dem bordelle quoi bi o nur e tubu wo chli nonsens lallt i ha o ke plan lueg i tue nur so würke souverän wöu das ghört zu dr show hei i bi scho interessiert und informiert aber bi nid so vom fach ha das nid studiert ja und üsi sicht die isch eh so beschränkt wär cha scho richte was wahr isch u rächt frag mi nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig isch doch mir glich ha ke ahnig chume chume nid drus frag mi nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig isch doch mir glich ha ke ahnig chume chume nid drus sie frage gäng sgliche hei schlächt recherchiert lueg i mire bio wie mä cheffe buechstabiert i verzeue gängs gliche bis langsam leid sie plapperes no nache so wie papagei und i verzeue no viel we dr tag läng isch verzeue nid immer was agnähm isch i cha säge was i wott sie presses glich so dass es schlagziile macht und säch besser verchouft sie wei immer no wüsse wie das sig aus frou i dem männerdominierte hiphop zoo merci i cha me ned beschwäre über fählende erfolg aber i würd lieber rede über ds läbe und der tod über musig u vögel u läse u choche löffeli verbiege verschwörigstheorie steue mi dumm und i schalte uf durzug säge säge nüt säge chume chume nid drus savez vous comment was savez vous comment was savez vous comment was savez vous frag mi nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus frag me nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus frag mi nid frag mi nid frag mi nid frag mi nid frag mi nid frag mi nid frag mi nid frag mi nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus 
mirs,Bärndütsch,s git lüt die würden alletwäge nie es lied vorsinge so win ig jitz hie eis singen um kei prys nei bhüetis nei wil si hemmige hei si wäre vilicht gärn im grund gno fräch und dänke das syg ires grosse päch und s laschtet uf ne win e schwäre stei dass si hemmige hei i weis das macht eim heiss verschlat eim d stimm doch dünkt eim mängisch o s syg nüt so schlimm s isch glych es glück o we mirs gar nid wei das mir hemmige hei was unterscheidet d mönsche vom schimpans s isch nid die glatti hut dr fählend schwanz nid dass mir schlächter d böim ufchöme nei dass mir hemmige hei me stell sech d manne vor wenns anders wär und s chäm es hübsches meiteli derhär jitz luege mir doch höchstens chly uf d bei wil mir hemmige hei und we me gseht was hütt dr mönschheit droht so gseht me würklech schwarz nid nume rot und was me no cha hoffen isch alei dass si hemmige hei
mis,Ostschwizertütsch Züritüütsch Bärndütsch,d mundart hät au i de zürcher theater und im zürcher filmschaffe en guete platz unvergässe isch s lied mis dach isch dr himmel vo züri wo de werner woleb rger für s theaterstuck eusi chliini stadt komponiert und de zarli carigiet gsunge hät 
mischig,Baseldytsch Züritüütsch Bärndütsch,s huus vo ussen isch e mischig vo barock und klassizismus mit mansarddach s klassizistisch uusgsee gaat aber zum groosse täil eerscht uf en spöötere bsitzer zrugg und inen isch es na ganz barock 
mitem,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,gründigsmitglieder sind damals de bela b und de farin urlaub gsi und mitem bassischt sahnie händs dänn au die erschte albe gmacht 
miteme,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,dä viadukt hät en m lange fachwerkträger miteme gleis wo drüber liit 
mitere,Baseldytsch Ostschwizertütsch Züritüütsch,in düütschland chann di öffentlichi verunglimpfig vo inländische und ussländische hoheitszeiche mitere freiheitsschraaf bis zu drei jahre gmäss a abs 
mitti,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,promowiert hät er drum nach eme für doozmaaligi verheltnis eener lange stuudium nämli mit ere schrift über s oskisch e spraach wo vor chrischti gibuurt i de süüdliche mitti vo itaalie gredt woorden isch 
mitts,Bärndütsch,si hei der willhelm täll ufgfüehrt im löie z nottiswil da bruchts viel volk gwüss z halbe dorf hett mitgmacht i däm schpil die andri helfti isch im saal gsy bim ne grosse bier als publikum het zuegluegt und isch gschpannt gsy was passier am aafang isch es schön gsy do het als schtouffacherin d frou pfarrer mit dem schnyder gret i wort vo tiefem sinn und als isch grüert gsy sy het dasmal nid gseit s chleid sig z tüür und är het guet ufpasst das är der fade nid verlüür uf zmal churz vor em öpfelschuss der lehrer chunnt als täll sy suhn dä frogt ne dis und äis do rüeft dert eine schnäll wo un drem huet als wach isch gschtande so dass jede ghört wiso fragt dä so dumm het dä ir schuel de nüt rächts gleert e fründ vom täll e maa us altdorf zwickt em eis uf ds muul und dise wo der huet bewacht git ume gar nid fuul und schtoost ihm mit syr helebarde eine z mitts i buuch da chunnt scho s volk vo uri z schpringe donner jetzt geits ruuch die einte die vo öschterrich die näh für d wach partei die andre die vo altdorf für ä täll ei schlegerei mit helebarde cartonschwärt culisse schlöh sy dry der täll ligt und rem gessler scho da mischt der saal sech y jetz chöme gleser z flüge jede schtillt sy gheimi wuet es chrose disch u bänk und s bier vermischt sech mit em bluet der wirt rouft sech sys haar d frou schinet broch ni glider y zwo schtund lang het das duuret do isch öschtrich gschlage gsy si hei der willhelm täll ufgfüehrt im löie z nottiswil und gwüss no niene i naturalistischerem styl d versicherig het zahlt hingäge eis weiss ig sithär sy würde d freiheit gwinne wenn sy däwäg z gwinne wär sy würde d freiheit gwinne wenn sy däwäg z gwinne wär 
mittu,Bärndütsch,em sutermeister sis wirke n im fall jaccoud isch zwöischnidig gsi lut em thorwald het dr sutermeister mit unsachleche n angriff gägen expertise vom erik undritz und em albert alder grichtsmediziner und serologe wo me hät sötte n ärnscht näh vonere beteiligung anere überprüefig vo de n agwändete methodene zur bluetschpurenuntersuechig abgschreckt uf der andere site hegi sin ifer drzue bidreit mittu z sammle um d leitig vo de revisionsbemüehige i d händ vo de wie der thorwald gschribe het seriöse n anwält horace mastronardi und roland steiner z lege aber die revisionsbemüehige hei schliesslech ke erfolg gha dr jaccoud isch sini schdraf im gfängnis abgsässe und isch d revision vo sim urteil in dr letschte inschdanz abgwise worde was dr sutermeister nümme n erläbt het wil er gschdorbe n isch het dr sutermeister de medizinisch psychologischen aschbäkte vom fall jaccoud em glanz und eländ vo expertise es kapitu i sim buech summa iniuria ein pitaval der justizirrtümer gwidmet 
mitz,Baseldytsch Bärndütsch,denn isch s huus vo hand zu hand gange bis es bsitz vom grichtsher jeremias mitz worde isch und bis ins joorhundert in däm sinere familie bliibe isch het s dr johann jakob bischoff roschet kauft und im hoof vo dr liigeschaft e siidebandfabrigg iigrichdet dr siidebandfabrikant rudolf sarasin stehlin het s kauft und umbaut 
miuch,Bärndütsch,über ihn macht mäh sich gärn e chli luschtig sie meine är heig nüm aui tasse im schrank u sie schmunzle wenn sie mit ihm redä oder sie brüehle aber mit sim nöiä höhrgrätli ghört er so guet wie aues wenn er wot jedä morge nachem ufstah hockt er häre i dä sässu wo so aut isch wie er zündet sich sis zmorge a u breitet d tageszitig us churz vorem mittag chunnt d schwiegertochter u wärmt ihm d räschte vom vortag oder chochet ihm e bütelisuppe er luegt nid uf gueti maniere wenn er isst es hocket eh nie öper am tisch wo s chönnt störe das er schlürflet u schmanzet u es isch ihm glich das er ging alleini isst er gniessts sogar nennts dr zwöit früehlig mit de dritte zähng so gseht e tag us bim herr flüehmä öb d sunne schiint öbs schiffet oder schneit es weisses niemer eso guet wie dr herr flüehmä dass d zit springt aber glich nid vergeit när gönnt er sich e inkarom kafi woner mängisch miteme schüssli kirsch verfineret lost rendez vous am mittag usem transischterradio u macht när es chlises mittagsschläfli am namittag sträut er die paar dünne wiise härrli wonim no si blibe vom linke zum rächte ohr schwümmt es paar längine im pitralon u macht sich uf d wäut ga ds erobere wiener so schön seit vier oder füf statione mitem tram bis ads änd vo dr stadt u när wieder zrüg däm seit er usflug so gseht e tag us bim herr flüehmä öb d sunne schiint öbs schiffet oder schneit es weisses niemer e so guet wie dr herr flüehmä dass d zit springt aber glich nid vergeit jedä abe hockt er häre i dä sässu wo so au isch wie er u zündet sich sis znacht a er suecht im amtsblatt i de todesazeige nach bekannte näme aber das chunnt nume no säute vor när spüut er sini bluetdrucktablette miteme glesli rote abe nimmt es blofi u schribt e einzige satz ufe wandkalender wonim e versicherigsgsellschaft het gschänkt wed nid wosch das d miuch suur wird de lasch sie gschider i dr chueh so gseht e tag us bim herr flüehmä öb d sunne schiint öbs schiffet oder schneit es weisses niemer eso guet wie dr herr flüehmä dass d zit springt aber glich nid vergeit dass d zit springt aber glich nid vergeit
moderni,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,mit em cassini isch sich di moderni wüsseschaft hüt demit einig dass e korrekti chronologii eigentlich es jahr null bruucht 
modäll,Baseldytsch Züritüütsch Bärndütsch,en citro n ds hed s zwar i de ere ggäh aber nöd das im film zeigte modäll 
modärne,Baseldytsch Züritüütsch Bärndütsch,me hät aber s verfassigsrächt uf de formaal stand vo de modärne zyt umformuliert 
modärni,Baseldytsch,am nordöstlige rand vom blatz isch dr modärni bau vo dr schwizerische lääbensversicherig pax und s klassizistische geböid vo dr baasler zitig 
moi,Bärndütsch,sie het mi versecklet sie lacht mi us sie macht mi fertig u sie geit mer drus sie lat mi la hange sie lat mi la schta sie lat mi la warte sie lütet nie a es isch gloffe aber i cha nid la ga weni öpis säge wird sie hässig u bös sie tuet so gspässig sie macht mi närvös weni frage seit sie es göng mi nüt a da fragi mi scho wär isch dr tubel da es isch gloffe aber i cha nid la ga sie vertäscht mini chole sie suuft mi wy sie het mi bestohle u i luege i sie isch ständig fort sie isch sälte da i weiss nid warum i sie no gärn ha es isch gloffe aber i cha nid la ga i bi wie erschosse aber no nid umgheit wie eine ohni wasser wo ir wüeschti schteit sie het mir xeit wo sie mi het la schta que dieu te prot ge moi j ai pas le temps es isch gloffe aber i cha nid la ga sie het mir xeit sie stöi uf mi sie wärdi mir d stange ha jetz söll alles nüm wahr si es isch gloffe u i cha nid la ga
momänt,Baseldytsch Züritüütsch Bärndütsch,de kritischsti momänt und höhepunkt vom schauspiel isch dä wo de mönsch sini situation erchännt und schwört sini pflicht z erfülle 
monet,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch, isch er zwee monet uf praab ab em jänner definityv as redakter und verträtter vom weschtliche schwyzertüütsch am schwyzerischen idiotikon aagstellt woorde 
moo,Ostschwizertütsch,do uf rätoromanisch s wort carschen carschaint creschaint noimoo wachsete moo bedütet nint mer aa as die felsritzige astronomischi bedütig hend doch gönd d spekulatione wiit usenand 
moole,Baseldytsch,wo d bolizei verbotte het mit faggle in de stroosse umezlaufe het mä zuenigi ladärne afo bruuche und uf die het mä kenne bissigi värsli schriibe und karikaturistischi bildli moole 
mooler,Baseldytsch,dr franzöösisch mooler alfred manessier het e baar glaasfänster in lüchtende grundfarbe gmacht 
morf,Züritüütsch,s gpsr isch uf aaregig vo drei schüeler vom zürcher romanischtikprofässer heinrich morf gründet woorde nämli vom louis gauchat doozmaal z b rn nachane z züri em jules jeanjaquet nöieburg und em ernest tappolet basel 
